monster_id,monster_name
127,Fertility Deity Ceres
128,Venus
129,Love Deity Venus
130,Hades
131,Underlord Hades
132,Kagutsuchi
133,Hino Kagutsuchi
134,Viper Orochi
135,Demon Viper Orochi
136,Susano
137,Susano no Mikoto
138,Amaterasu
139,Amaterasu Ohkami
140,Yomi
141,Tsukuyomi
142,Flamedragon Muspelheim
143,Ice Dragon Niflheim
144,Isle Dragon Yggdrasil
145,Mechadragon Valhalla
146,Evil Dragon Helheim
147,Keeper of Flame
148,Keeper of Water
149,Keeper of Forest
150,Keeper of Light
151,Keeper of Dark
152,Dragon Seed
153,Dragon Plant
154,Dragon Flower
155,Rubylit
156,Sapphilit
157,Emelit
158,Topalit
159,Amelit
160,Mythlit
161,Red Evolution Mask
162,Blue Evolution Mask
163,Green Evolution Mask
164,Yellow Evolution Mask
165,Purple Evolution Mask
166,Crimson Demon Mask
167,Indigo Demon Mask
168,Azure Demon Mask
169,Golden Demon Mask
170,Violet Demon Mask
171,Divine Carmine Mask
172,Divine Indigo Mask
173,Divine Jade Mask
174,Divine Gold Mask
175,Divine Onyx Mask
176,Metal Dragon
177,High Metal Dragon
178,King Metal Dragon
179,Gold Dragon
180,High Gold Dragon
181,King Gold Dragon
182,Poring
183,Marin
184,Poporing
185,Drops
186,Ghostring
187,Zeus
188,Awoken Zeus
189,Hera
190,Awoken Hera
191,Pyro Devil
192,Pyro Demon
193,Frost Devil
194,Frost Demon
195,Taur Devil
196,Taur Demon
197,Harpie Devil
198,Harpie Demon
199,Blood Devil
200,Blood Demon
201,"Empress of Serpents, Echidna"
202,"Enchantress of the Sea, Siren"
203,"Mystical Forest Pixie, Alraune"
204,"Messenger of God, Archangel"
205,"Witch of the Night, Lilith"
206,Mars Light Carbuncle
207,Mercury Light Carbuncle
208,Earth Light Carbuncle
209,Sunlight Carbuncle
210,Moonlight Carbuncle
211,Meteor Volcano Dragon
212,Crystal Aurora Dragon
213,Graviton Earth Dragon
214,Lightning Holy Dragon
215,Chaos Devil Dragon
216,"Red Skydragon, El Dorado"
217,"Blue Skydragon, Nirai Kanai"
218,"Wood Skydragon, Horai"
219,"Holy Skydragon, Shangri-La"
220,"Night Skydragon, Elysium"
221,Berserk
222,"Siegfried, the Blue Champion"
223,Highlander
224,"Cu Chulainn, the Green Lancer"
225,Valkyrie
226,Great Valkyrie
227,Dragon Fruit
228,Mastering
229,Phoenix Knight Homura
230,Fenrir Knight Kamui
231,Ancient Dragon Knight
232,"Verche, the Knight of the Sky"
233,Chaos Dragon Knight
234,Mystic Mask
235,キングゴールドネッキー
236,Shiva
237,"Shiva, the Destroyer"
238,Lakshmi
239,Fortune Deity Lakshmi
240,Parvati
241,"Parvati, the Golden Goddess"
242,Indra
243,Thunderdragon Indra
244,Vritra
245,Darkdragon Vritra
246,Dub-rubylit
247,Dub-sapphilit
248,Dub-emelit
249,Dub-topalit
250,Dub-amelit
251,Dub-mythlit
252,Ruby Dragon
253,High Ruby Dragon
254,King Ruby Dragon
255,Sapphire Dragon
256,High Sapphire Dragon
257,King Sapphire Dragon
258,Emerald Dragon
259,High Emerald Dragon
260,King Emerald Dragon
261,Super King Metal Dragon
262,Flame Chimera
263,Magma Chimera
264,Bubble Chimera
265,Deep Chimera
266,Leaf Chimera
267,Flower Chimera
268,Volt Chimera
269,Thunder Chimera
270,Mist Chimera
271,Fog Chimera
272,Baby Match
273,Baby Match Plus
274,Devil Mermaid
275,Devil Mermaid Plus
276,Buzz Cut Goblin
277,Buzz Cut Goblin Plus
278,Note Reaper
279,Note Reaper Plus
280,Don-chan
281,Brave Don-chan
282,Brave Don-chan Plus
283,"Fire Mechdragon, Betelgeuse"
284,"Ice Mechdragon, Aldebaran"
285,"Wind Mechdragon, Canopus"
286,"Noble Mechdragon, Regulus"
287,"Annihilate Mechdragon, Hadar"
288,Drall
289,Agdrall
290,Flare Drall
291,Shardra
292,Shardran
293,Megalodran
294,Toytops
295,Toyceratops
296,Fortoytops
297,Fairlio
298,Fairlion
299,Angelion
300,Pierdra
301,Pierdrawn
302,Drawn Joker
303,Fire Pengdra
304,Ruby Pengdra
305,Water Pengdra
306,Sapphire Pengdra
307,Wood Pengdra
308,Emerald Pengdra
309,Super King Gold Dragon
310,Ice Samurai Ogre
311,Wood Samurai Ogre
312,Blazing Ice Ogre
313,Wood Ice Ogre
314,Flame Armor Ogre
315,Ice Armor Ogre
316,"Flame Mech Warrior, Jotunn"
317,"Water Mech Warrior, Midgard"
318,"Wood Mech Warrior, Asgard"
319,Machine Golem Mk.III
320,Dark Golem Mk.III
321,Keeper of Rainbow
322,Blue Flame Ifrit
323,Green Flame Ifrit
324,Shining Flame Ifrit
325,Dark Flame Ifrit
326,Red Ice Leviathan
327,Green Ice Leviathan
328,Shining Ice Leviathan
329,Dark Ice Leviathan
330,Red Wood Fafnir
331,Blue Wood Fafnir
332,Shining Wood Fafnir
333,Dark Wood Fafnir
334,Red Shining Divinegon
335,Blue Shining Divinegon
336,Green Shining Divinegon
337,Dark Shining Divinegon
338,Blazing Dark Tiamat
339,Flowing Dark Tiamat
340,Wooden Dark Tiamat
341,Lightning Dark Tiamat
342,ECO Salamander
343,ECO Salamander Alma
344,ECO Pepen
345,ECO Pepen Alma
346,ECO Shabo
347,ECO Shabo Alma
348,ECO Baby Tiny
349,ECO Tiny
350,Formula
351,"Sacred Flame Dragon, Formula"
352,Shaitan
353,"Shaitan, the Flame Elemental"
354,Undine
355,"Undine, the Water Elemental"
356,Sylph
357,"Sylph, the Wind Elemental"
358,Genie
359,"Genie, the Light Elemental"
360,Thanatos
361,"Thanatos, the Dark Elemental"
362,Odin
363,Awoken Odin
364,"Odin, the War Deity"
365,Awoken Deity Odin
366,Plan
367,Awoken Plan
368,Freyr
369,"Freyr, the God of Victory"
370,Idunn & Idunna
371,"Idunn & Idunna, Twin Goddesses"
372,Freyja
373,"Freyja, the Goddess of Gaia"
374,Thor
375,"Thor, the God of Lightning"
376,Loki
377,"Loki, the God of Guile"
378,Dino Rider
379,Dino Rider Drake
380,Beast Rider
381,Beast Rider Merlin
382,Marine Rider
383,Marine Rider Robin
384,Dragon Rider
385,Dragon Rider Arthur
386,Gryps Rider
387,Gryps Rider Finn
388,"War Deity, Saint Minerva"
389,"War Deity, Dark Minerva"
390,"Sea Deity, Heaven Neptune"
391,"Sea Deity, Abyss Neptune"
392,"Fertility Deity, Holy Ceres"
393,"Fertility Deity, Evil Ceres"
394,"Love Deity, Cosmos Venus"
395,"Love Deity, Chaos Venus"
396,Underlord Arch Hades
397,Underlord Inferno Hades
398,Phoenix
399,Phoenix Resurrected
400,Kraken
401,Sea Devil Kraken
402,Griffin
403,"Griffin, the Hunter of Tempests"
404,Unicorn
405,"Unicorn, the Guardian of Saints"
406,Cerberus
407,"Cerberus, the Guardian of Hell"
408,Infernodragon Muspelheim
409,Glacialdragon Niflheim
410,Gaiadragon Yggdrasil
411,Cyberdragon Valhalla
412,Viciousdragon Helheim
413,Blue Flamedragon Muspelheim
414,Mitsuki
415,Fire Courier Mitsuki
416,"Mitsuki, the Flame Fox"
417,Ruka
418,Water Courier Ruka
419,"Ruka, the Lady of the Sea"
420,Kano
421,Wind Courier Kano
422,"Kano, the Daughter of Nature"
423,Fuu
424,Light Courier Fuu
425,"Fuu, the Dancer in the Grasses"
426,Kurone
427,Dark Courier Kurone
428,"Kurone, the Feline of the Night"
429,Queen Metal Dragon
430,Queen Gold Dragon
431,Shimonita Leek
432,Super Shimonita Leek
433,Shimonita Konjac
434,Super Shimonita Konjac
435,Tsumagoi Cabbage
436,Super Tsumagoi Cabbage
437,Daruma
438,Super Daruma
439,Gunma
440,Super Gunma
441,"Ancient Fire Dragon, Ardbeg"
442,"Ancient Water Dragon, Bowmore"
443,"Ancient Wood Dragon, Lagavulin"
444,"Ancient Light Dragon, Laphroaig"
445,"Ancient Dark Dragon, Caol-ila"
446,Chocobo
447,Dragoon
448,Ultimate Dragoon
449,Berserker
450,Ultimate Berserker
451,Archer
452,Ultimate Archer
453,Soldier
454,Ultimate Soldier
455,Black Mage
456,Ultimate Black Mage
457,Time Mage
458,Ultimate Time Mage
459,Thief
460,Ultimate Thief
461,Behemoth
462,Reaver
463,Malboro
464,Malboro King
465,Tonberry
466,Tonberry King
467,Bahamut
468,Ultimate Bahamut
469,Red Crystal
470,Blue Crystal
471,Green Crystal
472,Yellow Crystal
473,Purple Crystal
474,Rainbow Crystal
475,Hellfire Pyro Demon
476,Hellice Frost Demon
477,Hellwind Taur Demon
478,Hellray Harpie Demon
479,Helldark Blood Demon
480,Firedragon Grand Tyrannos
481,Icedragon Depth Plesios
482,Flowerdragon Gaia Brachys
483,Sundragon Sol Pterados
484,Moondragon Lunar D'spinas
485,スーパーキングゴールドネッキー
486,Gamble Mage
487,"Daredevil of Dark, Gamble Mage"
488,Chrono Turtle
489,"Missionary of Time, Chrono Turtle"
490,Horus
491,"Flame Deity, Falcon Horus"
492,Isis
493,"Water Deity, Holy Isis"
494,Bastet
495,"Love Deity, Feline Bastet"
496,Ra
497,Sun Deity Ra
498,Anubis
499,"Hell Deity, Jackal Anubis"
500,Princess Punt
501,Anne Punt Quettebuss
502,Dinocorn
503,Dinocorn King
504,Baby Seal
505,Mr. Walrus
506,Jelly's Angel
507,The Jelly's Angels
508,Balloon Penguin
509,Kite Penguin
510,Goggler
511,Devil Eye
512,Red Giant Gigas
513,"King Siegfried, Blue Champion"
514,"More Cu Chulainn, the Hero"
515,Princess Valkyrie
516,Duke Vampire Lord
517,Present Egg
518,Present Egg
519,Present Egg
520,Snow Globe Dragon Rouge
521,Snow Globe Dragon Bleu
522,Snow Globe Dragon Vert
523,Red Moltdra
524,Blue Moltdra
525,Green Moltdra
526,Ranger
527,Ultimate Ranger
528,Puppetmaster
529,Ultimate Puppetmaster
530,Fencer
531,Ultimate Fencer
532,Ranger Santa
533,Ultimate Ranger Santa
534,Puppetmaster Santa
535,Ultimate Puppetmaster Santa
536,Fencer Santa
537,Ultimate Fencer Santa
538,Alex Santa
539,Ultimate Alex Santa
540,"Fire Samurai Dragon, Shingen"
541,"Water Samurai Dragon, Kenshin"
542,"Wood Samurai Dragon, Masamune"
543,"Light Samurai Dragon, Hideyoshi"
544,"Dark Samurai Dragon, Nobunaga"
545,Low Fire Ninja
546,Mid Fire Ninja
547,Low Water Ninja
548,Mid Water Ninja
549,Low Wood Ninja
550,Mid Wood Ninja
551,Low Light Ninja
552,Mid Light Ninja
553,Low Dark Ninja
554,Mid Dark Ninja
555,Mochizuki Chiyome
556,"Flame Shrine Maiden, Chiyome"
557,Hatsume no Tsubone
558,"Blue Wind Ninja, Hatsume"
559,Sarutobi Sasuke
560,"Wind Prodigy, Sasuke"
561,Fuma Kotaro
562,"Lightning Storm, Fuma Kotaro"
563,Hattori Hanzo
564,"High Dark Ninja, Hanzo"
565,Ishikawa Goemon
566,"Goemon, the Thief"
567,Ares
568,War Deity Ares
569,Hermes
570,Commerce Deity Hermes
571,Artemis
572,Hunting Deity Artemis
573,Apollo
574,Solar Deity Apollo
575,Persephone
576,Hell Queen Persephone
577,Gold Moltdra
578,Black Moltdra
579,Will-O'-Wisp
580,Flame Spirit Will-O'-Wisp
581,Kelpie
582,Water Horse Kelpie
583,Treant
584,Wood Sage Treant
585,Pixie
586,Light Sprite Pixie
587,Werewolf
588,Midnight Beast Werewolf
589,Seven Dragon King
590,Eleven Dragon King
591,Moogle&Carbuncle
592,Ultimate Moogle&Carbuncle
593,Angeling
594,Archangeling
595,Deviling
596,Hera-Is
597,Awoken Hera-Is
598,Hera-Ur
599,Awoken Hera-Ur
600,Shiny Pengdra
601,Topaz Pengdra
602,Dark Pengdra
603,Amethyst Pengdra
604,Mechadon
605,Taiko Master! Don-chan
606,Taiko God Don-chan
607,Atsui-san
608,Merari! Atsui-san
609,White-san
610,Uttorin White-san
611,Kapibara-san
612,Nobon Kapibara-san
613,Hidamari-san
614,Furawan Hidamari-san
615,Regent-kun
616,Bun Bun Regent-kun
617,Super King Ruby Dragon
618,Super King Sapphire Dragon
619,Super King Emerald Dragon
620,Archangel Uriel
621,Fire Dominion Uriel
622,Archangel Gabriel
623,Water Dominion Gabriel
624,Archangel Michael
625,Wood Dominion Michael
626,Archangel Raphael
627,Light Dominion Raphael
628,Archangel Lucifer
629,Seraph of Dawn Lucifer
630,Belial
631,Flame Archdemon Belial
632,Amon
633,Blizzard Archdemon Amon
634,Astaroth
635,Wind Archdemon Astaroth
636,Baal
637,Lightning Archdemon Baal
638,Fallen Angel Lucifer
639,Dark Archdemon Lucifer
640,Archangel Metatron
641,"Voice of God, Metatron"
642,Dark Angel Metatron
643,"Hand of the Dark God, Metatron"
644,Beelzebub
645,Archdemon Beelzebub
646,Satan
647,"Satan, King of the Underworld"
648,Athena
649,Awoken Athena
650,Zeus-Dios
651,Awoken Zeus-Dios
652,"Freyr, the Blazing Swordsman"
653,"Idunn & Idunna, the Twin Archers"
654,"Freyja, the Fertility Goddess"
655,"Thor, the Wielder of Mjolnir"
656,"Loki, the Finisher"
657,Holy Thunderdragon Indra
658,Evil Darkdragon Vritra
659,Puzzdroid
660,Droidragon
661,Chaos Blizzard Dragon
662,Cathy Crazy
663,Romantic★Cathy
664,Ukai Magoroku
665,"Blue Ninja, Ukai Magoroku"
666,ECO Tiny Alma
667,ECO Dumpty
668,ECO Dumpty Alma
669,Joker
670,Joker+A. Blossom
671,Catwoman
672,Catwoman+C. Claw
673,Robin
674,Robin+E. Stick
675,Batman+S. Gloves
676,Batman+S. Gloves Act
677,Batman+Batarang
678,Batman+Remote Claw
679,Batman+Batwing
680,Batman+BW Attack
681,Manekimewdra
682,Heavy Metal Dragon
683,Dragon Lord Zaerog
684,King Flamie
685,King Bubblie
686,King Woodsie
687,King Shynee
688,King Baddie
689,Rowdy Red Samurai Goblin
690,Marine Spec Ops Goblin
691,Heavy Infantry Hobgoblin
692,"Earth-Rending Emperor, Siegfried"
693,"Noble Wolf King Hero, Cu Chulainn"
694,"Warrior Rose, Graceful Valkyrie"
695,Asuka&Eva Unit-02
696,Asuka&Upgraded Eva Unit-02
697,Shinji&Eva Unit-01
698,Awoken Shinji&Eva Unit-01
699,Mari&Eva Provisional Unit-05
700,Mari&Eva Unit-08
701,Rei&Eva Unit-00
702,"Rei&Eva Unit-00, Suicide ATK Mode"
703,"Kaworu&Mark06, Under Construction"
704,Kaworu&Mark.06
705,Shinji&Kaworu&Unit-13
706,Awoken Shinji&Kaworu&Unit-13
707,The Fifth Angel
708,The Fifth Angel - Assault Mode
709,The Sixth Angel
710,The Sixth Angel - Assault Mode
711,The Tenth Angel
712,The Tenth Angel - Assault Mode
713,The Fourth Angel
714,The Fourth Angel - Assault Mode
715,Blazing King Apollo
716,Awoken Light Dragon King Saiga
717,Neneko
718,Hamahime
719,"Green Skydragon, Elysium"
720,CoC Barbarian
721,CoC Rage Barbarian
722,CoC Archer
723,CoC Flame Archer
724,CoC Goblin
725,CoC Forest Goblin
726,CoC Healer
727,CoC Glorious Healer
728,CoC Dragon
729,CoC Crimson Dragon
730,CoC P.E.K.K.A
731,CoC Nightmare P.E.K.K.A
732,Red Chocobo&Chocobo Knight
733,Blue Chocobo&Chocobo Knight
734,Green Chocobo&Chocobo Knight
735,"Moogle, Carbuncle & Chocobo"
736,Malboro King&Tonberry King
737,"Scarlet Stone Dragon, Vermilionyt"
738,"Blue Stone Dragon, Mythril"
739,"Green Stone Dragon, Adamant"
740,"Rainbow Stone Dragon, Orichalcum"
741,"Purple Stone Dragon, Damascus"
742,Draggie
743,Draggie Knight
744,Ancient Draggie Knight
745,"Incarnation of Suzaku, Leilan"
746,"Heavenly Guide Suzaku, Leilan"
747,"Incarnation of Seiryuu, Karin"
748,"Guardian of Life Seiryuu, Karin"
749,"Incarnation of Genbu, Meimei"
750,"Tortoise Mountain Genbu, Meimei"
751,"Incarnation of Kirin, Sakuya"
752,"Kirin of the Aurora, Sakuya"
753,"Incarnation of Byakko, Haku"
754,"Soul Guardian Byakko, Haku"
755,"Red Dragon God, Hino Kagutsuchi"
756,"Fire Serpent God, Hino Kagutsuchi"
757,"Scorched Claw Dragon, Flare Drall"
758,"Drilling Shark Dragon, Megalodran"
759,"Horned Fort Dragon, Fortoytops"
760,"Sacred Dragon Beast, Angelion"
761,"Jester Dragon, Drawn Joker"
762,OCTOPUS
763,OCTOPUS Ver.2
764,CRAB
765,CRAB Ver.2
766,SQUID
767,SQUID Ver.2
768,GC CRAB
769,GC CRAB Ver.2
770,UFO
771,UFO Ver.2
772,"Omega Red Skydragon, El Dorado"
773,"Omega Blue Skydragon, Nirai Kanai"
774,"Omega Wood Skydragon, Horai"
775,"Omega Holy Skydragon, Shangri-La"
776,"Omega Night Skydragon, Elysium"
777,Great Tengu
778,"Twisted Mountain God, Grand Tengu"
779,Kodama
780,"Incarnation of Kouryu, Fagan"
781,"Kouryu the Star Emperor, Fagan"
782,"Mystic Megalith Dragon, Baalbek"
783,"Mystic Mechdragon, Antikythera"
784,"Mystic Painting Dragon, Nazca"
785,"Mystic Crystal Dragon, CrystalSkull"
786,"Mystic Astro Dragon, Nebradisk"
787,Minotaur
788,"Beast of the Labyrinth, Minotaur"
789,Cockatrice
790,"Stone Gaze Demon Bird, Cockatrice"
791,Centaur
792,"Hominal Beast, Centaur"
793,Cyclops
794,"Thunder Giant, Cyclops"
795,Wicked Lady
796,"Charming Temptress, Wicked Lady"
797,TAMADRA
798,Samba Ruby Dragon
799,Ame no Uzume
800,"Goddess of the Art, Ame no Uzume"
801,Umisachi & Yamasachi
802,"Gods of Hunt, Umisachi & Yamasachi"
803,Kushinadahime
804,"Goddess of Rice Fields, Kushinada"
805,Izanagi
806,"Ancestor of the Gods, Izanagi"
807,Okuninushi
808,"Founder of Nations, Okuninushi"
809,Takeminakata
810,"War God of Metal, Takeminakata"
811,"Empress God, Izanami"
812,"Empress of Creation, Izanami"
813,"Yomi God, Izanami"
814,"Yomi Mistress, Izanami"
815,Domovoi
816,Don Domovoi
817,Grendel
818,Bronzed Grendel
819,Hrungnir
820,Absolute Zero Hrungnir
821,Anne Punt Quettebuss in Love
822,"Burning Phoenix Knight, Homura"
823,"Torrential Fenrir Knight, Kamui"
824,"Ancient Dragon Knight, Zeal"
825,"Godly Knight of the Sky, Verche"
826,"Chaos Dragon Knight, Voice"
827,"Shugen Demon, Shouki"
828,"Protection Demon of Light, Shouki"
829,"Shugen Demon, Jyaki"
830,"Protection Demon of Dark, Jyaki"
831,Top Droidragon
832,Kozukura
833,Fukuragi
834,Amberjack
835,"King of Toyama Bay, Amberjack"
836,Firefly Squid
837,"Mystery of Toyama Bay, Firefly Squid"
838,Velvet Shrimp
839,"Jewel of Toyama Bay, Velvet Shrimp"
840,Amitan
841,Amitaka & Kanon & Cecil
842,DD-Drake
843,DD-Dragon
844,DD-Saurian
845,DD-Dragonewt
846,DD-Behemoth
847,DD-King Behemoth
848,DD-Skeleton
849,DD-Skeleton Lord
850,DD-Guardian
851,DD-Arch Guardian
852,DD-Magick Archer
853,DD-Poison Enchanter
854,Jaggi Cat
855,Great Jaggi & Jaggi Cat
856,Wroggi Cat
857,Great Wroggi & Wroggi Cat
858,Baggi Cat
859,Great Baggi & Baggi Cat
860,Gargwa Cat
861,Gargwa & Gargwa Cat
862,Bullfango Cat
863,Bulldrome & Bullfango Cat
864,Rhenoplos Cat
865,Rhenoplos & Rhenoplos Cat
866,Rathalos Cat
867,Rathalos & Rathalos Cat
868,Rathian Cat
869,Rathian & Rathian Cat
870,Tyrra Felyne
871,Firedragon Tyrannos & Felyne
872,Plessie Felyne
873,Icedragon Plesios & Felyne
874,Brachy Felyne
875,Flowerdragon Brachys & Felyne
876,King Metal Cat
877,King Metal Dragon & King Metal Cat
878,King Gold Cat
879,King Gold Dragon & King Gold Cat
880,Awoken Odin Cat
881,Awoken Odin & Odin Cat
882,Rumbling Blazing King Apollo
883,Light Dragon Emperor Saiga
884,Stray Soul Beast Izuna
885,Nine-Tailed Izuna
886,Emperor Masterion
887,Demon King Masterion
888,"Feline Deity of Harmony, Bastet"
889,"War Deity of Fury, Ares"
890,"Commerce Deity of Dreams, Hermes"
891,"Hunt God of the Holy Bow, Artemis"
892,"Solar God of Heaven's Bow, Apollo"
893,"Queen of Condemnation, Persephone"
894,"Dark Liege, Vampire Duke"
895,"Arcane Monarch, Vampire Duke"
896,Red Chaser
897,Flame Chaser
898,Blue Chaser
899,Aqua Chaser
900,Green Chaser
901,Wind Chaser
902,Yellow Chaser
903,Lightning Chaser
904,Purple Chaser
905,Phantom Chaser
906,Flame Baron
907,Aqua Baron
908,Earth Baron
909,White Baron
910,Black Baron
911,"Red Dragon Caller, Sonia"
912,"Extant Red Dragon Caller, Sonia"
913,"Jade Dragon Caller, Sonia"
914,"Eternal Jade Dragon Caller, Sonia"
915,Angelit
916,Devilit
917,Awoken Zeus Olympios
918,Awoken Zeus Stratios
919,"Elemental of Harsh Flame, Shaitan"
920,"Elemental of Kind Waters, Undine"
921,"Elemental of Levity, Sylph"
922,"Elemental of Gold Glimmer, Genie"
923,"Elemental of True Death, Thanatos"
924,Firefly
925,Firefly + Flamethrower
926,Solomon Grundy
927,"Solomon Grundy, Born on a Monday"
928,Copperhead
929,Venomous Copperhead
930,Bane
931,Venom-Enhanced Bane
932,Deathstroke
933,Deathstroke + B. Staff
934,Exiled Apollo
935,Blazing Apollo
936,サーティワン・ルビリット
937,サーティワン・ダブルビリット
938,サーティワン・サファリット
939,サーティワン・ダブサファリット
940,サーティワン・エメリット
941,サーティワン・ダブエメリット
942,サーティワン・トパリット
943,サーティワン・ダブトパリット
944,サーティワン・アメリット
945,サーティワン・ダブアメリット
946,サーティワン・バステト
947,サーティワン・愛猫神・バステト
948,AB Red
949,AB Red Bird Red
950,AB The Blues
951,AB Bluebird Blues
952,AB Hal
953,AB Green Bird Hal
954,AB Chuck
955,AB Yellow Bird Chuck
956,AB Matilda
957,AB White Bird Matilda
958,AB Bomb
959,AB Black Bird Bomb
960,AB Wingman
961,AB Dashing Wingman
962,Melagon
963,Melaburn
964,"Hellfire Dragon, Inferno"
965,Zabgon
966,Zabshark
967,"Stormy Sea Dragon, Levia"
968,Morigon
969,Morigannon
970,"Boulder Dragon, Garmut"
971,"Dark Wood Skydragon, Horai"
972,"Lovely Maiden, Princess Valkyrie"
973,"Azure Maiden, Graceful Valkyrie"
974,"Red Pirate Dragon, Bartholomew"
975,"Blue Pirate Dragon, Awilda"
976,"Green Pirate Dragon, Captain Kidd"
977,"Gold Pirate Dragon, Anne & Mary"
978,"Black Pirate Dragon, Blackbeard"
979,Red Pirate
980,Blue Pirate
981,Green Pirate
982,"Blazing Maiden, Princess Valkyrie"
983,"Black Blaze, Graceful Valkyrie"
984,Gigas the Great
985,Divine Queen Hera
986,"Serpent God Demon, Viper Orochi"
987,"Warded Storm God, Susano no Mikoto"
988,"Dancing Light, Amaterasu Ohkami"
989,"War Deity of the Night, Tsukuyomi"
990,"Nocturne Chanter, Tsukuyomi"
991,モルボルワースト
992,光翼の絆・ソルジャーズ
993,極滅召喚・ダークフレアバハムート
994,"Inferno Deity Falcon, Horus"
995,"Blazing Deity Falcon, Horus"
996,"Blue Moon Sea Deity, Isis"
997,"Shining Sea Deity, Isis"
998,"Dark Sun Deity, Ra"
999,"Pure Light Sun Deity, Ra"
1000,"Abyssal Hell Deity Jackal, Anubis"
1001,"Deathly Hell Deity Jackal, Anubis"
1002,Baby TAMADRA
1003,Present Egg
1004,Present Egg
1005,Snow Globe Dragon Blanc
1006,Snow Globe Dragon Noir
1007,Gold Pirate
1008,Black Pirate
1009,Gon Freecss
1010,"Jajanken, Gon Freecss"
1011,Killua Zoldyck
1012,"Thunderbolt, Killua Zoldyck"
1013,Kurapika
1014,"Scarlet Eyes, Kurapika"
1015,Leorio
1016,"受験生, Leorio"
1017,Bisky
1018,"魔法美容師, Bisky"
1019,Chrollo Lucilfer
1020,"盗賊の極意, Chrollo Lucilfer"
1021,Hisoka
1022,"Elastic Love, Hisoka"
1023,Netero
1024,"百式観音, Netero"
1025,Genthru
1026,"Bomber, Genthru"
1027,Jed
1028,"百鬼呪怨, Jed"
1029,King
1030,Meruem
1031,Pitou
1032,"玩具修理者, Pitou"
1033,Pouf
1034,"陶酔の蝶, Pouf"
1035,Youpi
1036,"形態変化, Youpi"
1037,Colt
1038,"師団長, Colt"
1039,Rammot
1040,"コルト隊兵隊長, Rammot"
1041,Leol
1042,"謝債発行機, Leol"
1043,Hina
1044,"除念能力, Hina"
1045,Zazan
1046,"審美的転生注射, Zazan"
1047,Pike
1048,"愛の放射線, Pike"
1049,Sacred Dragon King Saiga
1050,Light Dragon King Saiga
1051,Banchack
1052,KOB Leonhart
1053,Kobokkle
1054,Bokkle
1055,Kaguya
1056,Blooming Flower Princess Kaguya
1057,Wafer Man
1058,Holy Dragon Stone
1059,Blazing Sun God Apollo
1060,Demon God Masterion
1061,Dragon Zombie
1062,"Corpse Wyrm, Dragon Zombie"
1063,Bone Fish
1064,Devil Fish
1065,Yamato Takeru
1066,"Martial God-Emperor, Yamato Takeru"
1067,Andromeda
1068,"Starsea Goddess, Andromeda"
1069,Perseus
1070,"Vanquishing Deity, Perseus"
1071,Sun Wukong
1072,"Golden Monkey King, Sun Wukong"
1073,Pandora
1074,"Goddess of the Bleak Night, Pandora"
1075,Strawberry Dragon
